,LocationName,SourceFile,AnnotationType,RelativeStartTime,RelativeEndTime,StartTime,EndTime,FileStartTime,LowFreq,HighFreq,Annotation
39,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:43.853312,0 days 00:27:45.172681,2024-03-25 17:12:43.853312+00:00,2024-03-25 17:12:45.172681+00:00,2024-03-25 16:45:00,757.6,3096.3,O
40,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:47.937073,0 days 00:27:49.444923,2024-03-25 17:12:47.937073+00:00,2024-03-25 17:12:49.444923+00:00,2024-03-25 16:45:00,720.9,3084.0,O
41,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:28:08.198923,0 days 00:28:09.706774,2024-03-25 17:13:08.198923+00:00,2024-03-25 17:13:09.706774+00:00,2024-03-25 16:45:00,929.0,2888.1,O
42,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:05.214624,0 days 00:29:06.973782,2024-03-25 17:14:05.214624+00:00,2024-03-25 17:14:06.973782+00:00,2024-03-25 16:45:00,757.6,3035.1,O
43,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:08.607287,0 days 00:29:10.366446,2024-03-25 17:14:08.607287+00:00,2024-03-25 17:14:10.366446+00:00,2024-03-25 16:45:00,757.6,3096.3,O
44,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:21.612495,0 days 00:29:23.434481,2024-03-25 17:14:21.612495+00:00,2024-03-25 17:14:23.434481+00:00,2024-03-25 16:45:00,757.6,3096.3,O
45,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:24.565369,0 days 00:29:26.073219,2024-03-25 17:14:24.565369+00:00,2024-03-25 17:14:26.073219+00:00,2024-03-25 16:45:00,806.6,3096.3,O
46,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:27.329761,0 days 00:29:29.151747,2024-03-25 17:14:27.329761+00:00,2024-03-25 17:14:29.151747+00:00,2024-03-25 16:45:00,769.9,3120.8,O
47,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:46.900513,0 days 00:29:48.345537,2024-03-25 17:14:46.900513+00:00,2024-03-25 17:14:48.345537+00:00,2024-03-25 16:45:00,684.2,2777.9,O
48,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:05.874296,0 days 00:30:07.696282,2024-03-25 17:15:05.874296+00:00,2024-03-25 17:15:07.696282+00:00,2024-03-25 16:45:00,794.4,2716.7,O
49,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:08.701515,0 days 00:30:10.397847,2024-03-25 17:15:08.701515+00:00,2024-03-25 17:15:10.397847+00:00,2024-03-25 16:45:00,880.1,2765.7,O
50,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:10.963290,0 days 00:30:12.722449,2024-03-25 17:15:10.963290+00:00,2024-03-25 17:15:12.722449+00:00,2024-03-25 16:45:00,818.8,2790.2,O
51,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:13.539201,0 days 00:30:15.361187,2024-03-25 17:15:13.539201+00:00,2024-03-25 17:15:15.361187+00:00,2024-03-25 16:45:00,818.8,2753.4,O
52,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:18.062752,0 days 00:30:19.759084,2024-03-25 17:15:18.062752+00:00,2024-03-25 17:15:19.759084+00:00,2024-03-25 16:45:00,720.9,2704.5,O
53,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:20.827144,0 days 00:30:22.774784,2024-03-25 17:15:20.827144+00:00,2024-03-25 17:15:22.774784+00:00,2024-03-25 16:45:00,769.9,2777.9,O
54,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:24.533943,0 days 00:30:26.104620,2024-03-25 17:15:24.533943+00:00,2024-03-25 17:15:26.104620+00:00,2024-03-25 16:45:00,782.1,2655.5,O
55,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:28.554877,0 days 00:30:31.256442,2024-03-25 17:15:28.554877+00:00,2024-03-25 17:15:31.256442+00:00,2024-03-25 16:45:00,806.6,2753.4,O
56,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:35.403030,0 days 00:30:37.287843,2024-03-25 17:15:35.403030+00:00,2024-03-25 17:15:37.287843+00:00,2024-03-25 16:45:00,769.9,2692.2,O
57,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:39.047002,0 days 00:30:40.868987,2024-03-25 17:15:39.047002+00:00,2024-03-25 17:15:40.868987+00:00,2024-03-25 16:45:00,769.9,2765.7,O
58,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:43.790560,0 days 00:30:45.298410,2024-03-25 17:15:43.790560+00:00,2024-03-25 17:15:45.298410+00:00,2024-03-25 16:45:00,794.4,2802.4,O
59,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:48.314110,0 days 00:30:50.198923,2024-03-25 17:15:48.314110+00:00,2024-03-25 17:15:50.198923+00:00,2024-03-25 16:45:00,696.4,2741.2,O
60,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:53.591586,0 days 00:30:55.413572,2024-03-25 17:15:53.591586+00:00,2024-03-25 17:15:55.413572+00:00,2024-03-25 16:45:00,708.6,2839.2,O
61,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:56.544460,0 days 00:30:58.115137,2024-03-25 17:15:56.544460+00:00,2024-03-25 17:15:58.115137+00:00,2024-03-25 16:45:00,647.4,2802.4,O
62,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:59.120371,0 days 00:31:00.879529,2024-03-25 17:15:59.120371+00:00,2024-03-25 17:16:00.879529+00:00,2024-03-25 16:45:00,818.8,2851.4,O
63,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:02.764342,0 days 00:31:04.523501,2024-03-25 17:16:02.764342+00:00,2024-03-25 17:16:04.523501+00:00,2024-03-25 16:45:00,733.1,2802.4,O
64,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:07.099412,0 days 00:31:08.858570,2024-03-25 17:16:07.099412+00:00,2024-03-25 17:16:08.858570+00:00,2024-03-25 16:45:00,757.6,2863.6,O
65,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:10.806210,0 days 00:31:12.439715,2024-03-25 17:16:10.806210+00:00,2024-03-25 17:16:12.439715+00:00,2024-03-25 16:45:00,769.9,2826.9,O
66,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:18.722424,0 days 00:31:20.481583,2024-03-25 17:16:18.722424+00:00,2024-03-25 17:16:20.481583+00:00,2024-03-25 16:45:00,708.6,2753.4,O
67,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:22.617704,0 days 00:31:24.251208,2024-03-25 17:16:22.617704+00:00,2024-03-25 17:16:24.251208+00:00,2024-03-25 16:45:00,647.4,2826.9,O
68,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:25.884713,0 days 00:31:27.769526,2024-03-25 17:16:25.884713+00:00,2024-03-25 17:16:27.769526+00:00,2024-03-25 16:45:00,831.1,2802.4,O
69,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:29.905647,0 days 00:31:31.790460,2024-03-25 17:16:29.905647+00:00,2024-03-25 17:16:31.790460+00:00,2024-03-25 16:45:00,733.1,2839.2,O
70,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:33.172656,0 days 00:31:34.680506,2024-03-25 17:16:33.172656+00:00,2024-03-25 17:16:34.680506+00:00,2024-03-25 16:45:00,684.2,2851.4,O
71,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:36.408364,0 days 00:31:37.979041,2024-03-25 17:16:36.408364+00:00,2024-03-25 17:16:37.979041+00:00,2024-03-25 16:45:00,757.6,2851.4,O
72,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:41.685840,0 days 00:31:44.261750,2024-03-25 17:16:41.685840+00:00,2024-03-25 17:16:44.261750+00:00,2024-03-25 16:45:00,880.1,2826.9,O
73,CAR204,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR204_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:47.340278,0 days 00:31:49.287918,2024-03-25 17:16:47.340278+00:00,2024-03-25 17:16:49.287918+00:00,2024-03-25 16:45:00,757.6,2863.6,O
